id,position_id,person_id,body_id,jurisdiction_id,contact_type,value,label,is_public,is_verified,source_url,confidence,last_verified_at
60,159,,,,office_phone,+91-44-22145858,"Chief Secretary office, West Bengal",true,false,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.75,2026-06-26
61,162,,,,office_email,csdelhi@nic.in,"Chief Secretary office, Delhi (NCT)",true,false,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.75,2026-06-26
62,162,,,,office_phone,+91-11-23392100,"Chief Secretary office, Delhi (NCT)",true,false,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.75,2026-06-26
63,165,,,,office_email,cs-jandk@nic.in,"Chief Secretary office, Jammu and Kashmir",true,false,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.75,2026-06-26
64,165,,,,office_phone,+91-191-2546773,"Chief Secretary office, Jammu and Kashmir",true,false,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.75,2026-06-26
65,168,,,,office_email,cs@py.gov.in,"Chief Secretary office, Puducherry",true,false,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.75,2026-06-26
66,168,,,,office_phone,+91-413-2334145,"Chief Secretary office, Puducherry",true,false,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.75,2026-06-26
67,261,,,,office_email,cs-andamannicobar@gov.in,"Chief Secretary office, Andaman and Nicobar Islands",true,false,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.75,2026-06-26
68,261,,,,office_phone,+91-3192-233110,"Chief Secretary office, Andaman and Nicobar Islands",true,false,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.75,2026-06-26
69,262,,,,office_email,cs-chd@chd.gov.in,"Chief Secretary office, Chandigarh",true,false,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.75,2026-06-26
70,262,,,,office_phone,+91-172-2740154,"Chief Secretary office, Chandigarh",true,false,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.75,2026-06-26
71,263,,,,office_email,devcom-dd@nic.in,"Chief Secretary office, Dadra and Nagar Haveli and Daman and Diu",true,false,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.75,2026-06-26
72,263,,,,office_phone,+91-260-2230473,"Chief Secretary office, Dadra and Nagar Haveli and Daman and Diu",true,false,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.75,2026-06-26
73,264,,,,office_email,chiefsecretary@ladakh.gov.in,"Chief Secretary office, Ladakh",true,false,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.75,2026-06-26
74,264,,,,office_phone,+91-1982-257560,"Chief Secretary office, Ladakh",true,false,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.75,2026-06-26
75,265,,,,office_email,lk-advisor@gov.in,"Chief Secretary office, Lakshadweep",true,false,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.75,2026-06-26
76,265,,,,office_phone,+91-4896-262256,"Chief Secretary office, Lakshadweep",true,false,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.75,2026-06-26
77,5,,,,office_phone,+91 11 24014501,Office of Rajnath Singh (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
78,5,,,,office_email,rmo@mod.nic.in,Office of Rajnath Singh (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
79,4,,,,office_phone,+91-11-23092462,Office of Amit Shah (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
80,4,,,,office_email,amitshah.mp@sansad.nic.in,Office of Amit Shah (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
81,10,,,,office_phone,+91 11 23711252,Office of Nitin Gadkari (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
82,10,,,,office_email,nitin.gadkari@nic.in,Office of Nitin Gadkari (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
83,11,,,,office_phone,+91 11 23383559,Office of Jagat Prakash Nadda (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
84,11,,,,office_email,min-hfm@gov.in,Office of Jagat Prakash Nadda (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
85,12,,,,office_phone,+91 11 23383370,Office of Shivraj Singh Chouhan (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
86,12,,,,office_email,minister.rd@gov.in,Office of Shivraj Singh Chouhan (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
87,6,,,,office_phone,+91 24012101,Office of Nirmala Sitharaman (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
88,6,,,,office_email,fmo@nic.in,Office of Nirmala Sitharaman (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
89,13,,,,office_phone,+91 11 23011127,Office of Subrahmanyam Jaishankar (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
90,13,,,,office_email,eam@mea.gov.in,Office of Subrahmanyam Jaishankar (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
91,14,,,,office_phone,+91 11-23717474,Office of Manohar Lal Khattar (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
92,14,,,,office_email,minister.mohua@nic.in,Office of Manohar Lal Khattar (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
93,15,,,,office_phone,+91 11-26111395,Office of H. D. Kumaraswamy (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
94,15,,,,office_email,minoff-mhi@gov.in,Office of H. D. Kumaraswamy (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
95,16,,,,office_phone,+91-11-23039110,Office of Piyush Goyal (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
96,16,,,,office_email,piyush.goyal@gov.in,Office of Piyush Goyal (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
97,8,,,,office_phone,+91-11-23782698,Office of the Minister of Education,true,false,https://www.thehindu.com/news/national/pralhad-joshi-appointed-union-education-minister/article71266932.ece,0.70,2026-07-25
98,8,,,,office_email,minister.sm@gov.in,Office of the Minister of Education,true,false,https://www.thehindu.com/news/national/pralhad-joshi-appointed-union-education-minister/article71266932.ece,0.70,2026-07-25
99,17,,,,office_phone,+91 24011271,Office of Jitan Ram Manjhi (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
100,17,,,,office_email,min-msme@nic.in,Office of Jitan Ram Manjhi (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
101,18,,,,office_phone,+91 11 23380780,Office of Lalan Singh (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
102,18,,,,office_email,minister-ahdpr@nic.in,Office of Lalan Singh (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
103,19,,,,office_phone,+91 23717422,Office of Sarbananda Sonowal (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
104,19,,,,office_email,minister-shipping@gov.in,Office of Sarbananda Sonowal (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
105,20,,,,office_phone,+91 011-23381001,Office of Virendra Kumar (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
106,20,,,,office_email,min-sje@nic.in,Office of Virendra Kumar (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
107,21,,,,office_phone,+91-11-24610350,Office of Kinjarapu Ram Mohan Naidu (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
108,22,,,,office_phone,+91 23070637,Office of Prahlad Joshi (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
109,22,,,,office_email,min-mnre@gov.in,Office of Prahlad Joshi (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
110,23,,,,office_phone,+91-11-23388482,Office of Jual Oram (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
111,23,,,,office_email,oram.jual@gmail.com,Office of Jual Oram (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
112,24,,,,office_phone,+91-11-23060582,Office of Giriraj Singh (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
113,24,,,,office_email,minister.textiles@gov.in,Office of Giriraj Singh (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
114,7,,,,office_phone,+91 11 23386645,Office of Ashwini Vaishnaw (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
115,7,,,,office_email,officeofmr@gov.in,Office of Ashwini Vaishnaw (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
116,25,,,,office_phone,+91 11 23739191,Office of Jyotiraditya Scindia (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
117,25,,,,office_email,moc-office@gov.in,Office of Jyotiraditya Scindia (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
118,26,,,,office_phone,+91-11-20819190,Office of Bhupender Yadav (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
119,26,,,,office_email,mefcc@gov.in,Office of Bhupender Yadav (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
120,27,,,,office_phone,+91-11-23718310,Office of Gajendra Singh Shekhawat (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
121,27,,,,office_email,g.shekhawat@sansad.nic.in,Office of Gajendra Singh Shekhawat (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
122,28,,,,office_phone,+91-11-24101331,Office of Annpurna Devi (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
123,29,,,,office_phone,+91 11 23083920,Office of Kiren Rijiju (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
124,29,,,,office_email,minister-mopa@gov.in,Office of Kiren Rijiju (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
125,30,,,,office_phone,+91-11-24011101,Office of Hardeep Singh Puri (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
126,30,,,,office_email,min.png@nic.in,Office of Hardeep Singh Puri (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
127,31,,,,office_phone,+91 11 23717515,Office of Mansukh Mandaviya (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
128,31,,,,office_email,minoffice-mole@nic.in,Office of Mansukh Mandaviya (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
129,32,,,,office_phone,+91 11 26773670,Office of G. Kishan Reddy (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
130,32,,,,office_email,minister.mines@gov.in,Office of G. Kishan Reddy (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
131,33,,,,office_phone,+91 26493889,Office of Chirag Paswan (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
132,33,,,,office_email,minister.fpi@nic.in,Office of Chirag Paswan (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
133,34,,,,office_phone,+91 11 23714200,Office of C. R. Patil (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
134,34,,,,office_email,minister-jalshakti@gov.in,Office of C. R. Patil (ministry),true,false,https://www.sarkaritel.com/council-of-ministers/,0.70,2026-06-26
135,77,,,,office_phone,+91 863 2446637,"Chief Minister's Office, Andhra Pradesh",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
136,77,,,,office_email,cm@ap.gov.in,"Chief Minister's Office, Andhra Pradesh",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
137,80,,,,office_phone,+91 360-2212345,"Chief Minister's Office, Arunachal Pradesh",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
138,80,,,,office_email,cm-arunachal@nic.in,"Chief Minister's Office, Arunachal Pradesh",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
139,83,,,,office_phone,+91 361 2262222,"Chief Minister's Office, Assam",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
140,83,,,,office_email,cm@assam.gov.in,"Chief Minister's Office, Assam",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
141,86,,,,office_phone,+91 612 2215601,"Chief Minister's Office, Bihar",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
142,86,,,,office_email,cmbihar@nic.in,"Chief Minister's Office, Bihar",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
143,89,,,,office_phone,+91 771-2331001,"Chief Minister's Office, Chhattisgarh",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
144,89,,,,office_email,cmcg@gov.in,"Chief Minister's Office, Chhattisgarh",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
145,161,,,,office_phone,+91 11-23392020,"Chief Minister's Office, Delhi (NCT)",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
146,161,,,,office_email,cmdelhi@nic.in,"Chief Minister's Office, Delhi (NCT)",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
147,92,,,,office_phone,+91 832 2419841,"Chief Minister's Office, Goa",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
148,92,,,,office_email,cm.goa@nic.in,"Chief Minister's Office, Goa",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
149,95,,,,office_phone,+91 79 23232611,"Chief Minister's Office, Gujarat",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
150,98,,,,office_phone,+91 172 2749396,"Chief Minister's Office, Haryana",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
151,98,,,,office_email,cmharyana@nic.in,"Chief Minister's Office, Haryana",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
152,101,,,,office_phone,+91 177 2625400,"Chief Minister's Office, Himachal Pradesh",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
153,101,,,,office_email,cm-hp@nic.in,"Chief Minister's Office, Himachal Pradesh",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
154,164,,,,office_phone,+91 191 2546766,"Chief Minister's Office, Jammu and Kashmir",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
155,164,,,,office_email,cm-jk@nic.in,"Chief Minister's Office, Jammu and Kashmir",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
156,104,,,,office_phone,+91 651 2281400,"Chief Minister's Office, Jharkhand",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
157,107,,,,office_phone,+91 80 22253414,"Chief Minister's Office, Karnataka",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
158,107,,,,office_email,cm@karnataka.gov.in,"Chief Minister's Office, Karnataka",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
159,110,,,,office_phone,+91 0471 2332184,"Chief Minister's Office, Kerala",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
160,110,,,,office_email,chiefminister@kerala.gov.in,"Chief Minister's Office, Kerala",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
161,113,,,,office_phone,+91 755 2441033,"Chief Minister's Office, Madhya Pradesh",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
162,113,,,,office_email,cm@mp.gov.in,"Chief Minister's Office, Madhya Pradesh",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
163,116,,,,office_phone,+91 22 22025151,"Chief Minister's Office, Maharashtra",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
164,116,,,,office_email,cm@maharashtra.gov.in,"Chief Minister's Office, Maharashtra",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
165,119,,,,office_phone,+91 385-2450137,"Chief Minister's Office, Manipur",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
166,119,,,,office_email,cmmani@nic.in,"Chief Minister's Office, Manipur",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
167,122,,,,office_phone,+91 364 2224282,"Chief Minister's Office, Meghalaya",true,false,https://www.sarkaritel.com/chief-ministers-of-states-and-union-teritories/,0.70,2026-06-26
