id,body_id,jurisdiction_id,reports_to_position_id,title,position_type,branch,rank_level,is_vacant,description,source_url,confidence,data_status,last_verified_at
59,2,1,4,"Minister of State, Home Affairs",political_executive,executive,5,false,"MoS, Home Affairs",https://en.wikipedia.org/wiki/Third_Modi_ministry,0.80,collected,2026-06-26
60,,1,12,"Minister of State, Rural Development",political_executive,executive,5,false,"MoS, Rural Development",https://en.wikipedia.org/wiki/Third_Modi_ministry,0.80,collected,2026-06-26
61,9,1,12,"Minister of State, Agriculture & Farmers Welfare",political_executive,executive,5,false,"MoS, Agriculture & Farmers Welfare",https://en.wikipedia.org/wiki/Third_Modi_ministry,0.80,collected,2026-06-26
62,29,1,32,"Minister of State, Coal",political_executive,executive,5,false,"MoS, Coal; also Mines",https://en.wikipedia.org/wiki/Third_Modi_ministry,0.80,collected,2026-06-26
63,3,1,5,"Minister of State, Defence",political_executive,executive,5,false,"MoS, Defence",https://en.wikipedia.org/wiki/Third_Modi_ministry,0.80,collected,2026-06-26
64,30,1,33,"Minister of State, Food Processing Industries",political_executive,executive,5,false,"MoS, Food Processing Industries; also Railways",https://en.wikipedia.org/wiki/Third_Modi_ministry,0.80,collected,2026-06-26
65,20,1,23,"Minister of State, Tribal Affairs",political_executive,executive,5,false,"MoS, Tribal Affairs",https://en.wikipedia.org/wiki/Third_Modi_ministry,0.80,collected,2026-06-26
66,,1,31,"Minister of State, Youth Affairs & Sports",political_executive,executive,5,false,"MoS, Youth Affairs & Sports",https://en.wikipedia.org/wiki/Third_Modi_ministry,0.80,collected,2026-06-26
67,25,1,28,"Minister of State, Women & Child Development",political_executive,executive,5,false,"MoS, Women & Child Development",https://en.wikipedia.org/wiki/Third_Modi_ministry,0.80,collected,2026-06-26
68,,1,14,"Minister of State, Housing & Urban Affairs",political_executive,executive,5,false,"MoS, Housing & Urban Affairs",https://en.wikipedia.org/wiki/Third_Modi_ministry,0.80,collected,2026-06-26
69,12,1,15,"Minister of State, Heavy Industries",political_executive,executive,5,false,"MoS, Heavy Industries; also Steel",https://en.wikipedia.org/wiki/Third_Modi_ministry,0.80,collected,2026-06-26
70,,1,6,"Minister of State, Corporate Affairs",political_executive,executive,5,false,"MoS, Corporate Affairs; also Road Transport & Highways",https://en.wikipedia.org/wiki/Third_Modi_ministry,0.80,collected,2026-06-26
71,18,1,21,"Minister of State, Civil Aviation",political_executive,executive,5,false,"MoS, Civil Aviation; also Co-operation",https://en.wikipedia.org/wiki/Third_Modi_ministry,0.80,collected,2026-06-26
72,,1,29,"Minister of State, Minority Affairs",political_executive,executive,5,false,"MoS, Minority Affairs; also Fisheries, Animal Husbandry & Dairying",https://en.wikipedia.org/wiki/Third_Modi_ministry,0.80,collected,2026-06-26
73,10,1,13,"Minister of State, External Affairs",political_executive,executive,5,false,"MoS, External Affairs; also Textiles",https://en.wikipedia.org/wiki/Third_Modi_ministry,0.80,collected,2026-06-26
74,19,1,22,"Minister of State, Consumer Affairs, Food & Public Distribution",political_executive,executive,5,false,"MoS, Consumer Affairs, Food & Public Distribution",https://en.wikipedia.org/wiki/Third_Modi_ministry,0.80,collected,2026-06-26
75,31,1,34,"Minister of State, Jal Shakti",political_executive,executive,5,false,"MoS, Jal Shakti",https://en.wikipedia.org/wiki/Third_Modi_ministry,0.80,collected,2026-06-26
76,,2,1,Governor of Andhra Pradesh,constitutional,executive,4,false,Constitutional head of Andhra Pradesh,https://en.wikipedia.org/wiki/List_of_current_Indian_governors,0.80,collected,2026-06-26
77,,2,76,Chief Minister of Andhra Pradesh,political_executive,executive,5,false,Head of Government of Andhra Pradesh,https://en.wikipedia.org/wiki/List_of_current_Indian_chief_ministers,0.80,collected,2026-06-26
78,,2,77,"Chief Secretary, Andhra Pradesh",bureaucratic,administrative,7,false,Senior-most civil servant of Andhra Pradesh,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.85,collected,2026-06-26
79,,3,1,Governor of Arunachal Pradesh,constitutional,executive,4,false,Constitutional head of Arunachal Pradesh,https://en.wikipedia.org/wiki/List_of_current_Indian_governors,0.80,collected,2026-06-26
80,,3,79,Chief Minister of Arunachal Pradesh,political_executive,executive,5,false,Head of Government of Arunachal Pradesh,https://en.wikipedia.org/wiki/List_of_current_Indian_chief_ministers,0.80,collected,2026-06-26
81,,3,80,"Chief Secretary, Arunachal Pradesh",bureaucratic,administrative,7,false,Senior-most civil servant of Arunachal Pradesh,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.85,collected,2026-06-26
82,,4,1,Governor of Assam,constitutional,executive,4,false,Constitutional head of Assam,https://en.wikipedia.org/wiki/List_of_current_Indian_governors,0.80,collected,2026-06-26
83,,4,82,Chief Minister of Assam,political_executive,executive,5,false,Head of Government of Assam,https://en.wikipedia.org/wiki/List_of_current_Indian_chief_ministers,0.80,collected,2026-06-26
84,,4,83,"Chief Secretary, Assam",bureaucratic,administrative,7,false,Senior-most civil servant of Assam,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.85,collected,2026-06-26
85,,5,1,Governor of Bihar,constitutional,executive,4,false,Constitutional head of Bihar,https://en.wikipedia.org/wiki/List_of_current_Indian_governors,0.80,collected,2026-06-26
86,,5,85,Chief Minister of Bihar,political_executive,executive,5,false,Head of Government of Bihar,https://en.wikipedia.org/wiki/List_of_current_Indian_chief_ministers,0.80,collected,2026-06-26
87,,5,86,"Chief Secretary, Bihar",bureaucratic,administrative,7,false,Senior-most civil servant of Bihar,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.85,collected,2026-06-26
88,,6,1,Governor of Chhattisgarh,constitutional,executive,4,false,Constitutional head of Chhattisgarh,https://en.wikipedia.org/wiki/List_of_current_Indian_governors,0.80,collected,2026-06-26
89,,6,88,Chief Minister of Chhattisgarh,political_executive,executive,5,false,Head of Government of Chhattisgarh,https://en.wikipedia.org/wiki/List_of_current_Indian_chief_ministers,0.80,collected,2026-06-26
90,,6,89,"Chief Secretary, Chhattisgarh",bureaucratic,administrative,7,false,Senior-most civil servant of Chhattisgarh,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.85,collected,2026-06-26
91,,7,1,Governor of Goa,constitutional,executive,4,false,Constitutional head of Goa,https://en.wikipedia.org/wiki/List_of_current_Indian_governors,0.80,collected,2026-06-26
92,,7,91,Chief Minister of Goa,political_executive,executive,5,false,Head of Government of Goa,https://en.wikipedia.org/wiki/List_of_current_Indian_chief_ministers,0.80,collected,2026-06-26
93,,7,92,"Chief Secretary, Goa",bureaucratic,administrative,7,false,Senior-most civil servant of Goa,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.85,collected,2026-06-26
94,,8,1,Governor of Gujarat,constitutional,executive,4,false,Constitutional head of Gujarat,https://en.wikipedia.org/wiki/List_of_current_Indian_governors,0.80,collected,2026-06-26
95,,8,94,Chief Minister of Gujarat,political_executive,executive,5,false,Head of Government of Gujarat,https://en.wikipedia.org/wiki/List_of_current_Indian_chief_ministers,0.80,collected,2026-06-26
96,,8,95,"Chief Secretary, Gujarat",bureaucratic,administrative,7,false,Senior-most civil servant of Gujarat,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.85,collected,2026-06-26
97,,9,1,Governor of Haryana,constitutional,executive,4,false,Constitutional head of Haryana,https://en.wikipedia.org/wiki/List_of_current_Indian_governors,0.80,collected,2026-06-26
98,,9,97,Chief Minister of Haryana,political_executive,executive,5,false,Head of Government of Haryana,https://en.wikipedia.org/wiki/List_of_current_Indian_chief_ministers,0.80,collected,2026-06-26
99,,9,98,"Chief Secretary, Haryana",bureaucratic,administrative,7,false,Senior-most civil servant of Haryana,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.85,collected,2026-06-26
100,,10,1,Governor of Himachal Pradesh,constitutional,executive,4,false,Constitutional head of Himachal Pradesh,https://en.wikipedia.org/wiki/List_of_current_Indian_governors,0.80,collected,2026-06-26
101,,10,100,Chief Minister of Himachal Pradesh,political_executive,executive,5,false,Head of Government of Himachal Pradesh,https://en.wikipedia.org/wiki/List_of_current_Indian_chief_ministers,0.80,collected,2026-06-26
102,,10,101,"Chief Secretary, Himachal Pradesh",bureaucratic,administrative,7,false,Senior-most civil servant of Himachal Pradesh,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.85,collected,2026-06-26
103,,11,1,Governor of Jharkhand,constitutional,executive,4,false,Constitutional head of Jharkhand,https://en.wikipedia.org/wiki/List_of_current_Indian_governors,0.80,collected,2026-06-26
104,,11,103,Chief Minister of Jharkhand,political_executive,executive,5,false,Head of Government of Jharkhand,https://en.wikipedia.org/wiki/List_of_current_Indian_chief_ministers,0.80,collected,2026-06-26
105,,11,104,"Chief Secretary, Jharkhand",bureaucratic,administrative,7,false,Senior-most civil servant of Jharkhand,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.85,collected,2026-06-26
106,,12,1,Governor of Karnataka,constitutional,executive,4,false,Constitutional head of Karnataka,https://en.wikipedia.org/wiki/List_of_current_Indian_governors,0.80,collected,2026-06-26
107,,12,106,Chief Minister of Karnataka,political_executive,executive,5,false,Head of Government of Karnataka,https://en.wikipedia.org/wiki/List_of_current_Indian_chief_ministers,0.80,collected,2026-06-26
108,,12,107,"Chief Secretary, Karnataka",bureaucratic,administrative,7,false,Senior-most civil servant of Karnataka,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.85,collected,2026-06-26
109,,13,1,Governor of Kerala,constitutional,executive,4,false,Constitutional head of Kerala,https://en.wikipedia.org/wiki/List_of_current_Indian_governors,0.80,collected,2026-06-26
110,,13,109,Chief Minister of Kerala,political_executive,executive,5,false,Head of Government of Kerala,https://en.wikipedia.org/wiki/List_of_current_Indian_chief_ministers,0.80,collected,2026-06-26
111,,13,110,"Chief Secretary, Kerala",bureaucratic,administrative,7,false,Senior-most civil servant of Kerala,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.85,collected,2026-06-26
112,,14,1,Governor of Madhya Pradesh,constitutional,executive,4,false,Constitutional head of Madhya Pradesh,https://en.wikipedia.org/wiki/List_of_current_Indian_governors,0.80,collected,2026-06-26
113,,14,112,Chief Minister of Madhya Pradesh,political_executive,executive,5,false,Head of Government of Madhya Pradesh,https://en.wikipedia.org/wiki/List_of_current_Indian_chief_ministers,0.80,collected,2026-06-26
114,,14,113,"Chief Secretary, Madhya Pradesh",bureaucratic,administrative,7,false,Senior-most civil servant of Madhya Pradesh,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.85,collected,2026-06-26
115,,15,1,Governor of Maharashtra,constitutional,executive,4,false,Constitutional head of Maharashtra,https://en.wikipedia.org/wiki/List_of_current_Indian_governors,0.80,collected,2026-06-26
116,,15,115,Chief Minister of Maharashtra,political_executive,executive,5,false,Head of Government of Maharashtra,https://en.wikipedia.org/wiki/List_of_current_Indian_chief_ministers,0.80,collected,2026-06-26
117,,15,116,"Chief Secretary, Maharashtra",bureaucratic,administrative,7,false,Senior-most civil servant of Maharashtra,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.85,collected,2026-06-26
118,,16,1,Governor of Manipur,constitutional,executive,4,false,Constitutional head of Manipur,https://en.wikipedia.org/wiki/List_of_current_Indian_governors,0.80,collected,2026-06-26
119,,16,118,Chief Minister of Manipur,political_executive,executive,5,false,Head of Government of Manipur,https://en.wikipedia.org/wiki/List_of_current_Indian_chief_ministers,0.80,collected,2026-06-26
120,,16,119,"Chief Secretary, Manipur",bureaucratic,administrative,7,false,Senior-most civil servant of Manipur,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.85,collected,2026-06-26
121,,17,1,Governor of Meghalaya,constitutional,executive,4,false,Constitutional head of Meghalaya,https://en.wikipedia.org/wiki/List_of_current_Indian_governors,0.80,collected,2026-06-26
122,,17,121,Chief Minister of Meghalaya,political_executive,executive,5,false,Head of Government of Meghalaya,https://en.wikipedia.org/wiki/List_of_current_Indian_chief_ministers,0.80,collected,2026-06-26
123,,17,122,"Chief Secretary, Meghalaya",bureaucratic,administrative,7,false,Senior-most civil servant of Meghalaya,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.85,collected,2026-06-26
124,,18,1,Governor of Mizoram,constitutional,executive,4,false,Constitutional head of Mizoram,https://en.wikipedia.org/wiki/List_of_current_Indian_governors,0.80,collected,2026-06-26
125,,18,124,Chief Minister of Mizoram,political_executive,executive,5,false,Head of Government of Mizoram,https://en.wikipedia.org/wiki/List_of_current_Indian_chief_ministers,0.80,collected,2026-06-26
126,,18,125,"Chief Secretary, Mizoram",bureaucratic,administrative,7,false,Senior-most civil servant of Mizoram,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.85,collected,2026-06-26
127,,19,1,Governor of Nagaland,constitutional,executive,4,false,Constitutional head of Nagaland,https://en.wikipedia.org/wiki/List_of_current_Indian_governors,0.80,collected,2026-06-26
128,,19,127,Chief Minister of Nagaland,political_executive,executive,5,false,Head of Government of Nagaland,https://en.wikipedia.org/wiki/List_of_current_Indian_chief_ministers,0.80,collected,2026-06-26
129,,19,128,"Chief Secretary, Nagaland",bureaucratic,administrative,7,false,Senior-most civil servant of Nagaland,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.85,collected,2026-06-26
130,,20,1,Governor of Odisha,constitutional,executive,4,false,Constitutional head of Odisha,https://en.wikipedia.org/wiki/List_of_current_Indian_governors,0.80,collected,2026-06-26
131,,20,130,Chief Minister of Odisha,political_executive,executive,5,false,Head of Government of Odisha,https://en.wikipedia.org/wiki/List_of_current_Indian_chief_ministers,0.80,collected,2026-06-26
132,,20,131,"Chief Secretary, Odisha",bureaucratic,administrative,7,false,Senior-most civil servant of Odisha,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.85,collected,2026-06-26
133,,21,1,Governor of Punjab,constitutional,executive,4,false,Constitutional head of Punjab,https://en.wikipedia.org/wiki/List_of_current_Indian_governors,0.80,collected,2026-06-26
134,,21,133,Chief Minister of Punjab,political_executive,executive,5,false,Head of Government of Punjab,https://en.wikipedia.org/wiki/List_of_current_Indian_chief_ministers,0.80,collected,2026-06-26
135,,21,134,"Chief Secretary, Punjab",bureaucratic,administrative,7,false,Senior-most civil servant of Punjab,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.85,collected,2026-06-26
136,,22,1,Governor of Rajasthan,constitutional,executive,4,false,Constitutional head of Rajasthan,https://en.wikipedia.org/wiki/List_of_current_Indian_governors,0.80,collected,2026-06-26
137,,22,136,Chief Minister of Rajasthan,political_executive,executive,5,false,Head of Government of Rajasthan,https://en.wikipedia.org/wiki/List_of_current_Indian_chief_ministers,0.80,collected,2026-06-26
138,,22,137,"Chief Secretary, Rajasthan",bureaucratic,administrative,7,false,Senior-most civil servant of Rajasthan,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.85,collected,2026-06-26
139,,23,1,Governor of Sikkim,constitutional,executive,4,false,Constitutional head of Sikkim,https://en.wikipedia.org/wiki/List_of_current_Indian_governors,0.80,collected,2026-06-26
140,,23,139,Chief Minister of Sikkim,political_executive,executive,5,false,Head of Government of Sikkim,https://en.wikipedia.org/wiki/List_of_current_Indian_chief_ministers,0.80,collected,2026-06-26
141,,23,140,"Chief Secretary, Sikkim",bureaucratic,administrative,7,false,Senior-most civil servant of Sikkim,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.85,collected,2026-06-26
142,,24,1,Governor of Tamil Nadu,constitutional,executive,4,false,Constitutional head of Tamil Nadu,https://en.wikipedia.org/wiki/List_of_current_Indian_governors,0.80,collected,2026-06-26
143,,24,142,Chief Minister of Tamil Nadu,political_executive,executive,5,false,Head of Government of Tamil Nadu,https://en.wikipedia.org/wiki/List_of_current_Indian_chief_ministers,0.80,collected,2026-06-26
144,,24,143,"Chief Secretary, Tamil Nadu",bureaucratic,administrative,7,false,Senior-most civil servant of Tamil Nadu,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.85,collected,2026-06-26
145,,25,1,Governor of Telangana,constitutional,executive,4,false,Constitutional head of Telangana,https://en.wikipedia.org/wiki/List_of_current_Indian_governors,0.80,collected,2026-06-26
146,,25,145,Chief Minister of Telangana,political_executive,executive,5,false,Head of Government of Telangana,https://en.wikipedia.org/wiki/List_of_current_Indian_chief_ministers,0.80,collected,2026-06-26
147,,25,146,"Chief Secretary, Telangana",bureaucratic,administrative,7,false,Senior-most civil servant of Telangana,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.85,collected,2026-06-26
